"subject","Trial.Number","shape","target","responseGiven","trialType","context","location","HasDyslexia","ReaderType","accuracy","error","locationSumCoded","contextSumCoded","readerTypeFactor","cLocationSumCoded","cContextSumCoded","cReaderTypeSumCoded"
"3043368",15,"Shape25B.jpg","pid","lep","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",16,"Shape3B.jpg","dep","was","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",17,"Shape11B.jpg","pag","mag","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3043368",18,"Shape32B.jpg","tev","bis","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3043368",19,"Shape22B.jpg","fis","l","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",20,"Shape12B.jpg","paz","len","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3043368",21,"Shape26B.jpg","kiv","tas","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",22,"Shape4B.jpg","dav","pris","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",23,"Shape9B.jpg","kig","braz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",24,"Shape21B.jpg","fum","bel","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",25,"Shape23B.jpg","kov","tes","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",26,"Shape19B.jpg","dus","draz","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043368",27,"Shape10B.jpg","kav","faz","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3043368",29,"Shape35B.jpg","tep","fip","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3043368",30,"Shape5B.jpg","fip","dez","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",31,"Shape1B.jpg","beb","ret","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",32,"Shape28B.jpg","pof","min","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3043368",33,"Shape6B.jpg","fet","met","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",34,"Shape2B.jpg","bav","goz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3043368",35,"Shape29B.jpg","teb","trep","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3043368",36,"Shape20B.jpg","dop","hat","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3043540",1,"Shape8B.jpg","ged","ged","LC_CI","inconsistent","consistent","No","Typical",1,0,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",2,"Shape31B.jpg","bem","bav","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",3,"Shape23B.jpg","kov","bed","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",4,"Shape2B.jpg","bav","bav","LC_CI","inconsistent","consistent","No","Typical",1,0,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",5,"Shape25B.jpg","pid","pid","LC_CC","consistent","consistent","No","Typical",1,0,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",6,"Shape12B.jpg","paz","paz","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",7,"Shape30B.jpg","sut","jab","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",8,"Shape1B.jpg","beb","bev","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",9,"Shape3B.jpg","dep","dib","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",10,"Shape18B.jpg","bix","bex","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",11,"Shape4B.jpg","dav","fiz","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",12,"Shape28B.jpg","pof","pof","LI_CC","consistent","inconsistent","No","Typical",1,0,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",13,"Shape36B.jpg","suv","fiv","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",14,"Shape19B.jpg","dus","dus","LC_CC","consistent","consistent","No","Typical",1,0,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",15,"Shape14B.jpg","saf","bov","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",16,"Shape34B.jpg","dod","dob","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",17,"Shape29B.jpg","teb","tek","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",18,"Shape17B.jpg","buv","buv","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",19,"Shape33B.jpg","fim","fik","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",20,"Shape7B.jpg","gex","gex","LC_CI","inconsistent","consistent","No","Typical",1,0,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",21,"Shape22B.jpg","fis","kiv","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",22,"Shape26B.jpg","kiv","kip","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",23,"Shape21B.jpg","fum","fum","LC_CC","consistent","consistent","No","Typical",1,0,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",24,"Shape16B.jpg","tas","tas","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",25,"Shape13B.jpg","sem","gib","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",26,"Shape35B.jpg","tep","taz","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3043540",27,"Shape10B.jpg","kav","kav","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",28,"Shape6B.jpg","fet","fet","LC_CI","inconsistent","consistent","No","Typical",1,0,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",29,"Shape15B.jpg","tav","kik","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",30,"Shape9B.jpg","kig","fik","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",31,"Shape20B.jpg","dop","sop","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",32,"Shape5B.jpg","fip","fip","LC_CI","inconsistent","consistent","No","Typical",1,0,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3043540",33,"Shape11B.jpg","pag","pag","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3043540",34,"Shape27B.jpg","sof","sok","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",35,"Shape24B.jpg","gop","git","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3043540",36,"Shape32B.jpg","tev","tab","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046712",1,"Shape15B.jpg","tav","tav","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",2,"Shape28B.jpg","pof","pag","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",3,"Shape17B.jpg","buv","bup","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",4,"Shape21B.jpg","fum","fub","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",5,"Shape8B.jpg","ged","daz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",6,"Shape33B.jpg","fim","keb","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",7,"Shape7B.jpg","gex","dab","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",8,"Shape10B.jpg","kav","koz","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",9,"Shape13B.jpg","sem","taz","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",10,"Shape19B.jpg","dus","paz","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",11,"Shape34B.jpg","dod","dod","LI_CC","consistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",12,"Shape18B.jpg","bix","dop","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",13,"Shape16B.jpg","tas","tas","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",14,"Shape29B.jpg","teb","teb","LI_CC","consistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",15,"Shape6B.jpg","fet","sub","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",16,"Shape1B.jpg","beb","goz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",17,"Shape4B.jpg","dav","kiz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",18,"Shape12B.jpg","paz","cup","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",19,"Shape25B.jpg","pid","pag","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",20,"Shape27B.jpg","sof","sof","LC_CC","consistent","consistent","Yes","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",21,"Shape36B.jpg","suv","kiz","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",22,"Shape24B.jpg","gop","cow","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",23,"Shape5B.jpg","fip","fuz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",24,"Shape20B.jpg","dop","baz","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",25,"Shape22B.jpg","fis","puz","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",26,"Shape23B.jpg","kov","koz","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",27,"Shape9B.jpg","kig","taz","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",28,"Shape35B.jpg","tep","fot","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",29,"Shape31B.jpg","bem","bow","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",30,"Shape32B.jpg","tev","tub","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",31,"Shape26B.jpg","kiv","kiv","LC_CC","consistent","consistent","Yes","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046712",32,"Shape30B.jpg","sut","su","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046712",33,"Shape11B.jpg","pag","pag","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",34,"Shape14B.jpg","saf","saf","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046712",35,"Shape3B.jpg","dep","gob","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046712",36,"Shape2B.jpg","bav","bag","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",1,"Shape15B.jpg","tav","crasp","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",2,"Shape14B.jpg","saf","siep","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",3,"Shape18B.jpg","bix","pat","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",4,"Shape21B.jpg","fum","fiet","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",5,"Shape6B.jpg","fet","fisk","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",6,"Shape9B.jpg","kig","fiet","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",7,"Shape19B.jpg","dus","dusk","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",8,"Shape17B.jpg","buv","fiet","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",9,"Shape31B.jpg","bem","fiem","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",10,"Shape24B.jpg","gop","bik","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",11,"Shape27B.jpg","sof","sof","LC_CC","consistent","consistent","Yes","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",12,"Shape35B.jpg","tep","tap","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",13,"Shape7B.jpg","gex","dop","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",14,"Shape16B.jpg","tas","task","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",15,"Shape3B.jpg","dep","fiek","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",16,"Shape36B.jpg","suv","siev","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",17,"Shape28B.jpg","pof","pof","LI_CC","consistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",18,"Shape5B.jpg","fip","fiet","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",19,"Shape11B.jpg","pag","fieg","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",20,"Shape1B.jpg","beb","fiez","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",21,"Shape30B.jpg","sut","sef","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",22,"Shape4B.jpg","dav","fiet","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",23,"Shape33B.jpg","fim","fet","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",24,"Shape34B.jpg","dod","dog","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",25,"Shape10B.jpg","kav","kiet","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",26,"Shape8B.jpg","ged","fiet","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",27,"Shape29B.jpg","teb","teb","LI_CC","consistent","inconsistent","Yes","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",28,"Shape22B.jpg","fis","fet","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",29,"Shape2B.jpg","bav","fied","LC_CI","inconsistent","consistent","Yes","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.49390243902439,0.500871080139373,0.515243902439024
"3046772",30,"Shape25B.jpg","pid","peg","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",31,"Shape20B.jpg","dop","dop","LC_CC","consistent","consistent","Yes","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",32,"Shape13B.jpg","sem","fiet","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",33,"Shape32B.jpg","tev","sof","LI_CC","consistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.50609756097561,-0.499128919860627,0.515243902439024
"3046772",34,"Shape12B.jpg","paz","pof","LI_CI","inconsistent","inconsistent","Yes","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.50609756097561,0.500871080139373,0.515243902439024
"3046772",35,"Shape23B.jpg","kov","kieg","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046772",36,"Shape26B.jpg","kiv","sut","LC_CC","consistent","consistent","Yes","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.49390243902439,-0.499128919860627,0.515243902439024
"3046973",1,"Shape36B.jpg","suv","suv","LI_CC","consistent","inconsistent","No","Typical",1,0,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",2,"Shape3B.jpg","dep","dos","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3046973",3,"Shape1B.jpg","beb","bev","LC_CI","inconsistent","consistent","No","Typical",0,1,"consistent","inconsistent","Typical",-0.49390243902439,0.500871080139373,-0.484756097560976
"3046973",4,"Shape27B.jpg","sof","sif","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3046973",5,"Shape29B.jpg","teb","gas","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",6,"Shape34B.jpg","dod","bev","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",7,"Shape14B.jpg","saf","saf","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3046973",8,"Shape19B.jpg","dus","dus","LC_CC","consistent","consistent","No","Typical",1,0,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3046973",9,"Shape32B.jpg","tev","taz","LI_CC","consistent","inconsistent","No","Typical",0,1,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",10,"Shape31B.jpg","bem","bem","LI_CC","consistent","inconsistent","No","Typical",1,0,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",11,"Shape25B.jpg","pid","pif","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3046973",12,"Shape24B.jpg","gop","kang","LC_CC","consistent","consistent","No","Typical",0,1,"consistent","consistent","Typical",-0.49390243902439,-0.499128919860627,-0.484756097560976
"3046973",13,"Shape12B.jpg","paz","paz","LI_CI","inconsistent","inconsistent","No","Typical",1,0,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3046973",14,"Shape28B.jpg","pof","pof","LI_CC","consistent","inconsistent","No","Typical",1,0,"inconsistent","consistent","Typical",0.50609756097561,-0.499128919860627,-0.484756097560976
"3046973",15,"Shape18B.jpg","bix","taf","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
"3046973",16,"Shape15B.jpg","tav","san","LI_CI","inconsistent","inconsistent","No","Typical",0,1,"inconsistent","inconsistent","Typical",0.50609756097561,0.500871080139373,-0.484756097560976
