"subject","spreadsheet_row","trial","Targ_loc","target","responseGiven","trialType","HasDyslexia","location","context","ReaderType","accuracy","error","locationSumCoded","contextSumCoded","readerTypeFactor","cLocationSumCoded","cContextSumCoded","cReaderTypeSumCoded"
"3295029",269,1,3,"tev","bix","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",276,2,2,"bav","bid","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",283,3,1,"gex","gof","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",293,4,3,"dep","teb","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",300,5,1,"pag","pag","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",307,6,2,"suv","suv","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",171,7,2,"dop","dop","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",178,8,1,"fim","fim","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",185,9,1,"beb","beb","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",195,10,3,"gop","gop","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",202,11,1,"sut","sut","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",209,12,3,"dod","dod","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",72,13,2,"ged","gep","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",79,14,1,"sem","sum","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",86,15,1,"dav","paz","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",96,16,2,"kov","kev","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",103,17,3,"kig","bev","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",110,18,2,"tav","tev","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",121,19,2,"fip","fip","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",128,20,1,"teb","gep","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",135,21,3,"bix","bix","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",145,22,2,"kiv","kid","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",152,23,1,"dus","dus","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",159,24,3,"sof","sof","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",23,25,1,"pid","pid","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",30,26,1,"paz","paz","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",37,27,3,"fet","fis","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"3295029",47,28,1,"fis","fis","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",54,29,3,"fum","fuv","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"3295029",61,30,2,"buv","buv","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",220,31,3,"saf","saf","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",227,32,1,"tep","tev","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",234,33,2,"bem","kuv","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",244,34,2,"kav","kav","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"3295029",251,35,2,"pof","pof","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"3295029",258,36,1,"tas","tas","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",220,1,3,"saf","kov","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",227,2,1,"tep","kov","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",234,3,2,"bem","gev","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",244,4,2,"kav","kov","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",251,5,2,"pof","pof","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",258,6,1,"tas","buv","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",171,7,2,"dop","tev","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",178,8,1,"fim","fiam","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",185,9,1,"beb","dex","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",195,10,3,"gop","jom","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",202,11,1,"sut","pav","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",209,12,3,"dod","dod","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",121,13,2,"fip","fip","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",128,14,1,"teb","teb","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",135,15,3,"bix","bix","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",145,16,2,"kiv","puf","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",152,17,1,"dus","faim","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",159,18,3,"sof","kid","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",23,19,1,"pid","pex","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",30,20,1,"paz","fez","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",37,21,3,"fet","sut","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",47,22,1,"fis","kid","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",54,23,3,"fum","fum","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",61,24,2,"buv","tez","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",269,25,3,"tev","beb","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",276,26,2,"bav","bav","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",283,27,1,"gex","dex","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",293,28,3,"dep","gop","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",300,29,1,"pag","paz","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",307,30,2,"suv","sev","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2853129",72,31,2,"ged","dep","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",79,32,1,"sem","sem","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2853129",86,33,1,"dav","faz","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",96,34,2,"kov","jop","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2853129",103,35,3,"kig","pim","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2853129",110,36,2,"tav","tez","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2927820",72,1,2,"ged","buz","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",79,2,1,"sem","bav","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",86,3,1,"dav","das","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",96,4,2,"kov","son","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",103,5,3,"kig","bav","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",110,6,2,"tav","sof","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",121,7,2,"fip","pof","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",128,8,1,"teb","dom","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",135,9,3,"bix","tis","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",145,10,2,"kiv","kiv","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",152,11,1,"dus","dus","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",159,12,3,"sof","pisk","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",220,13,3,"saf","dex","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",227,14,1,"tep","bap","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",234,15,2,"bem","dop","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",244,16,2,"kav","kaz","LI_CI","No","inconsistent","inconsistent","Typical",0,1,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",251,17,2,"pof","pof","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",258,18,1,"tas","tas","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",23,19,1,"pid","pid","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",30,20,1,"paz","paz","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",37,21,3,"fet","ta","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",47,22,1,"fis","fis","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",54,23,3,"fum","pof","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",61,24,2,"buv","buv","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",269,25,3,"tev","brut","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",276,26,2,"bav","pid","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",283,27,1,"gex","gex","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",293,28,3,"dep","dep","LC_CI","No","consistent","inconsistent","Typical",1,0,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",300,29,1,"pag","pag","LI_CI","No","inconsistent","inconsistent","Typical",1,0,"inconsistent","inconsistent","Typical",0.527891714520099,0.5,-0.496308449548811
"2927820",307,30,2,"suv","puz","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",171,31,2,"dop","paz","LC_CC","No","consistent","consistent","Typical",0,1,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",178,32,1,"fim","pig","LI_CC","No","inconsistent","consistent","Typical",0,1,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",185,33,1,"beb","dom","LC_CI","No","consistent","inconsistent","Typical",0,1,"consistent","inconsistent","Typical",-0.472108285479901,0.5,-0.496308449548811
"2927820",195,34,3,"gop","gop","LC_CC","No","consistent","consistent","Typical",1,0,"consistent","consistent","Typical",-0.472108285479901,-0.5,-0.496308449548811
"2927820",202,35,1,"sut","sut","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2927820",209,36,3,"dod","dod","LI_CC","No","inconsistent","consistent","Typical",1,0,"inconsistent","consistent","Typical",0.527891714520099,-0.5,-0.496308449548811
"2778403",121,1,2,"fip","fet","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",128,2,1,"teb","taz","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",135,3,3,"bix","taz","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",145,4,2,"kiv","dunno","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",152,5,1,"dus","dunno","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",159,6,3,"sof","saf","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",269,7,3,"tev","dunno","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",276,8,2,"bav","bav","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",283,9,1,"gex","gev","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",293,10,3,"dep","dunno","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",300,11,1,"pag","pag","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",307,12,2,"suv","dunno","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",171,13,2,"dop","feb","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",178,14,1,"fim","dunno","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",185,15,1,"beb","beb","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",195,16,3,"gop","dunno","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",202,17,1,"sut","dunno","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",209,18,3,"dod","dunno","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",220,19,3,"saf","saf","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",227,20,1,"tep","pag","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",234,21,2,"bem","bev","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",244,22,2,"kav","kav","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",251,23,2,"pof","pas","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2778403",258,24,1,"tas","tas","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",72,25,2,"ged","ged","LC_CI","Yes","consistent","inconsistent","Dyslexic",1,0,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",79,26,1,"sem","fet","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",86,27,1,"dav","dunno","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",96,28,2,"kov","kov","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",103,29,3,"kig","dunno","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",110,30,2,"tav","tav","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",23,31,1,"pid","pid","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",30,32,1,"paz","paz","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2778403",37,33,3,"fet","dunno","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2778403",47,34,1,"fis","fis","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",54,35,3,"fum","ax","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2778403",61,36,2,"buv","buv","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",1,0,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2775015",171,1,2,"dop","feb","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2775015",178,2,1,"fim","buv","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2775015",185,3,1,"beb","bix","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2775015",195,4,3,"gop","gop","LC_CC","Yes","consistent","consistent","Dyslexic",1,0,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2775015",202,5,1,"sut","taz","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2775015",209,6,3,"dod","dod","LI_CC","Yes","inconsistent","consistent","Dyslexic",1,0,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2775015",269,7,3,"tev","fiz","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2775015",276,8,2,"bav","kav","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2775015",283,9,1,"gex","bot","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2775015",293,10,3,"dep","gop","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2775015",300,11,1,"pag","pai","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2775015",307,12,2,"suv","fep","LI_CC","Yes","inconsistent","consistent","Dyslexic",0,1,"inconsistent","consistent","Dyslexic",0.527891714520099,-0.5,0.503691550451189
"2775015",121,13,2,"fip","bod","LC_CI","Yes","consistent","inconsistent","Dyslexic",0,1,"consistent","inconsistent","Dyslexic",-0.472108285479901,0.5,0.503691550451189
"2775015",128,14,1,"teb","tai","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
"2775015",135,15,3,"bix","paz","LI_CI","Yes","inconsistent","inconsistent","Dyslexic",0,1,"inconsistent","inconsistent","Dyslexic",0.527891714520099,0.5,0.503691550451189
"2775015",145,16,2,"kiv","gop","LC_CC","Yes","consistent","consistent","Dyslexic",0,1,"consistent","consistent","Dyslexic",-0.472108285479901,-0.5,0.503691550451189
